"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"2315","E21015010000000000000000003200000",,"11016","36110","Schlitz","Jahnstr. 13","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"23762",,"0","3"
"2316","E21015010000000000000000005000000",,"11016","36110","Schlitz","Fuldamuehle 1","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"23762",,"0","3"
"2317","E21015010000000000000000005300000",,"11016","36110","Schlitz","Muehlstr. 13","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"23762",,"0","3"
"2318","E21015010000000000000000005500000",,"11016","36110","Schlitz","Pfordter Str. 35","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"23762",,"0","3"
"2319","E21016010000000000007002033800001",,"11018","81543","Muenchen","Lohstrasse 46","2001","0.16","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2320","E21016010000000000007002033900001",,"11018","81679","Muenchen","Eversbuschstrasse 177","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2321","E21016010000000000007002034000001",,"11018","81669","Muenchen","Zellstrasse 4","0","0.36","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2322","E21016010000000000007002034000002",,"11018","81669","Muenchen","Zellstrasse 4","0","0.36","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2323","E21016010000000000007002041100001",,"11018","85368","Moosburg","Bonaustrasse 16","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21092",,"0","12"
"2324","E21016010000000000007002041200001",,"11018","85368","Moosburg","Weihmuehlstrasse 23","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21092",,"0","12"
"2325","E21016010000000000007002041300001",,"11018","81241","Muenchen","Steinerweg 1","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2326","E21016010000000000007002044100001",,"11018","81241","Muenchen","Planegger Strasse 120","2006","0.35","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2327","E21016010000000000007002107700001",,"11018","81925","Muenchen","Max-Halbe-Weg 10","0","1.00","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2328","E21016010000000000007002441800001",,"11018","81543","Muenchen","Birkenleiten 41","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2329","E21016010000000000009080764000001",,"11018","85419","Mauern","Muehlenstr. 8","2012","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20722",,"0","12"
"2330","E21016010000000000009080786800001",,"11018","85419","Mauern","Beselmuehle 1","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20722",,"0","12"
"2331","E21016010000000000009080816400001",,"11018","85419","Mauern","Riedlmuehle 1","2012","0.00","0.00","0.00","0.00",NULL,"OPR",,,"20722",,"0","12"
"2332","E21016010000000000009080945900001",,"11018","85368","Moosburg","Burgermuehlstr. 7","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21092",,"0","12"
"2333","E21016010000000000009090505000001",,"11018","80939","Muenchen","Floriansmuehlstr. 25","0","0.11","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2334","E21016010000000000009092267100001",,"11018","85416","Langenbach-Oberhummel","Muehlbachstrasse 15","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19910",,"0","12"
"2335","E21016010000000000009119339400001",,"11018","80805","Muenchen","Osterwaldstrasse 100","2006","0.06","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2336","E21016010000000000009120945400001",,"11018","80805","Muenchen","Gysslingstrasse 12","2001","0.90","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2337","E21016010000000000009120948100001",,"11018","83629","Weyarn","Quellenweg 2","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"26074",,"0","12"
"2338","E2101601000000000000Prov101700001",,"11018","81379","Miesbach","Badstrasse 999","2001","0.70","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2339","E2101601000000000000Prov101900001",,"11018","80469","Muenchen","Wittelsbacherstrasse 24","2004","0.05","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2340","E2101601000000000000Prov102000001",,"11018","81675","Muenchen","Max-Planck-Strasse 1","2001","0.40","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2341","E2101601000000000000Prov102100001",,"11018","81379","Muenchen","Zentrallaendstrasse 41","2001","2.64","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2342","E2101601000000000000Prov102200001",,"11018","81379","Muenchen","Zentrallaendstrasse 41","2001","2.20","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2343","E2101601000000000000Prov102400001",,"11018","81479","gemeindefrei","Morgensternstrasse XXX","2001","0.30","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2344","E2101601000000000000Prov102800001",,"11018","81379","Muenchen","Zentrallaendstrasse 41","2001","2.64","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2345","E2101601000000000000Prov102900001",,"11018","81379","Muenchen","Zentrallaendstrasse 41","2001","2.52","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2346","E2101601000000000000Prov103000001",,"11018","81379","Muenchen","Zentrallaendstrasse 41","2001","3.30","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2347","E2101601000000000000Prov103100001",,"11018","80469","Muenchen","Wittelsbacherstrasse 24","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2348","E2101601000000000000Prov103200001",,"11018","81675","Muenchen","Max-Planck-Strasse 1","2005","0.40","0.00","0.00","0.00",NULL,"OPR",,,"21179",,"0","12"
"2349","E21037010100000000000024501700000",,"11015","38100","Braunschweig","Buergerpark / Pumpwerk","2002","0.16","0.00","0.00","0.00",NULL,"OPR",,,"14871",,"0","7"
"2350","E21037010100000000000033784800000",,"11015","38124","Braunschweig","Friedrichshoehe-Deiweg","2008","0.20","0.00","0.00","0.00",NULL,"OPR",,,"14871",,"0","7"
"2351","E21041011000000000000145054000000",,"11017","93170","Bernhardswald","Am Ellbach","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"14375",,"0","33"
"2352","E21041011000000000000151006300000",,"11018","94209","Regen","Pfistermuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22881",,"0","12"
"2353","E21041011000000000000188506800000",,"11018","94375","Stallwang","Irlmuehl","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24462",,"0","12"
"2354","E21041011000000000000271542400000",,"11018","85258","Weichs","Am Muehlbach","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"25786",,"0","12"
"2355","E21041011000000000000377175100000",,"11017","97772","Wildflecken","Bischofsheimer Str.","2004","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26172",,"0","33"
"2356","E21041011000000000000377380500000",,"11018","83224","Staudach-Egerndach","Bergener Str.","2008","0.11","0.00","0.00","0.00",NULL,"OPR",,,"24480",,"0","12"
"2357","E21041011000000000000377962600000",,"11017","95632","Wunsiedel","Juliushammer","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"26486",,"0","33"
"2358","E21041011000000000000378133700000",,"11017","91249","Weigendorf","Heilbronnthal","2005","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25803",,"0","33"
"2359","E21041011000000000000378148100000",,"11017","92696","Flossenbuerg","Rumpelbach","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16553",,"0","33"
"2360","E21041011000000000000378372700000",,"11017","96364","Marktrodach","Ebersmuehle","0","0.14","0.00","0.00","0.00",NULL,"OPR",,,"20661",,"0","33"
"2361","E21041011000000000000378627400000",,"11018","85084","Reichertshofen","Stockau","0","0.20","0.00","0.00","0.00",NULL,"OPR",,,"22930",,"0","12"
"2362","E21041011000000000000378653400000",,"11018","82041","Oberhaching","Kugler Alm Weg","0","0.46","0.00","0.00","0.00",NULL,"OPR",,,"21897",,"0","12"
"2363","E21041011000000000000378778800000",,"11017","92363","Breitenbrunn","Kastlmuehlweg","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"14914",,"0","33"
"2364","E21041011000000000000380188700000",,"11018","84094","Elsendorf","Wiesenstr.","2101","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16147",,"0","12"
"2365","E21041011000000000000380257500000",,"11017","95666","Mitterteich","Steinmuehle","2012","0.02","0.00","0.00","0.00",NULL,"OPR",,,"20981",,"0","33"
"2366","E21041011000000000000380347100000",,"11018","94239","Zachenberg","Hausermuehle","2005","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26522",,"0","12"
"2367","E21041011000000000000380376700000",,"11018","83131","Nussdorf","Dorfstr.","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"21846",,"0","12"
"2368","E21041011000000000000380466100000",,"11018","84533","Haiming","Aumuehle","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"17784",,"0","12"
"2369","E21041011000000000000380687800000",,"11018","83075","Bad Feilnbach","Wendelsteinstr.","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13912",,"0","12"
"2370","E21041011000000000000381208200000",,"11017","97633","Saal","Kleineibstaedter Str.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23448",,"0","33"
"2371","E21041011000000000000381325600000",,"11017","97633","Saal","Steinmuehle","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23448",,"0","33"
"2372","E21041011000000000000381525000000",,"11017","91362","Pretzfeld","Luetzelsdorf","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"22619",,"0","33"
"2373","E21041011000000000000382046600000",,"11018","84385","Egglham","Frauentoedling","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15989",,"0","12"
"2374","E21041011000000000000383742800000",,"11017","95188","Issigau","Kemlas","0","0.11","0.00","0.00","0.00",NULL,"OPR",,,"18883",,"0","33"
"2375","E21041011000000000000383920700000",,"11017","97280","Remlingen","DE/Nicht zugeordnet","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22985",,"0","33"
"2376","E21041011000000000000384434000000",,"11017","93101","Pfakofen","Hauptstr.","2011","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22416",,"0","33"
"2377","E21041011000000000000384597900000",,"11018","94113","Tiefenbach","Mittermuehl","2004","0.05","0.00","0.00","0.00",NULL,"OPR",,,"24979",,"0","12"
"2378","E21045013866700000000000000000004",,"11015","38667","Bad Harzburg","Eckertalsperre","2001","0.43","0.00","0.00","0.00",NULL,"OPR",,,"13922",,"0","7"
"2379","E21045013866700000000000000000005",,"11015","38667","Bad Harzburg","Ilsenburger Stieg 0","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"13922",,"0","7"
"2380","E210860101011930000KEZ00000000149",,"11018","84130","Dingolfing","Oberburgermuehle","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"15636",,"0","12"
"2381","E210860101011936000KEZ00000000148",,"11018","84130","Dingolfing","Sossau","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"15636",,"0","12"
"2382","E210860101011950000KEZ00000000150",,"11018","84130","Dingolfing","Bayernwerkstr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15636",,"0","12"
"2383","E2108701AAAAA10000261400000100148",,"11018","83026","Rosenheim","Kunstmuehlstrasse","2001","0.59","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2384","E2108701AAAAA10000558050000100152",,"11018","83026","Rosenheim","Muehlenstrasse 29","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2385","E2108701AAAAA10000594760000100147",,"11018","83026","Rosenheim","Oberwoehrstrasse 52/54","2001","1.27","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2386","E2108701AAAAA10000610540000100150",,"11018","83022","Rosenheim","An der Burgermuehle 3","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2387","E2108701AAAAA10000614920000100149",,"11018","83022","Rosenheim","Am Hammer 11","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2388","E2108701AAAAA10000614940000100151",,"11018","83022","Rosenheim","Anton-Kathrein-Strasse 3","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"23299",,"0","12"
"2389","E2109101001195000170010001WK00118",,"11017","92431","Neunburg v. Wald","Wassergasse 17","2012","0.10","0.00","0.00","0.00",NULL,"OPR",,,"21518",,"0","33"
"2390","E2109101039502000030010001WK00120",,"11017","92431","Neunburg v. Wald","Zur Muehle 3","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21518",,"0","33"
"2391","E2109101039502000080020001WK00119",,"11017","92431","Neunburg v. Wald","Am Hammer 8","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"21518",,"0","33"
"2392","E21093010000000000000000162100001",,"11018","83043","Bad Aibling","Hofmuehlstr. 1","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13861",,"0","12"
"2393","E21093010000000000000000162120001",,"11018","83043","Bad Aibling","Irlachstr. 14","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13861",,"0","12"
"2394","E21093010000000000000000162130001",,"11018","83043","Bad Aibling","Willinger Str. 16","2001","0.20","0.00","0.00","0.00",NULL,"OPR",,,"13861",,"0","12"
"2395","E21093010000000000000000162290001",,"11018","83043","Bad Aibling","Thuerhamer Str. 19","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13861",,"0","12"
"2396","E21093010000000000000000202930001",,"11018","83043","Bad Aibling","Lindenstr. 40","2001","0.30","0.00","0.00","0.00",NULL,"OPR",,,"13861",,"0","12"
"2397","E21105010000101261000000S00400001",,"11017","95233","Helmbrechts","Steinmuehle 0","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"18137",,"0","33"
"2398","E211130100380210900000E0EEGE00001",,"11013","24107","Quarnbek","Holzkoppel 3","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"22694",,"0","7"
"2399","E211130100390050200000E0ERZE00001",,"11013","24223","Schwentinental","Schwentinetal","2001","0.72","0.00","0.00","0.00",NULL,"OPR",,,"151790",,"0","7"
"2400","E211130100390125800000E0ERZE00001",,"11013","24223","Schwentinental","Schwentinetal","2001","1.05","0.00","0.00","0.00",NULL,"OPR",,,"151790",,"0","7"
"2401","E21115010010000101400111010000001",,"11018","93474","Haibuehl","Regenhaeuserstrasse 20","2002","0.04","0.00","0.00","0.00",NULL,"OPR",,,"131923",,"0","12"
"2402","E21115010010000201000101010000001",,"11018","93474","Kummersdorf","Maurersaege 1","2003","0.11","0.00","0.00","0.00",NULL,"OPR",,,"131926",,"0","12"
"2403","E21115010010000400100101100000001",,"11018","93474","Arrach","Kless 5","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"13744",,"0","12"
"2404","E21115010010000400100101110000002",,"11018","93474","Arrach","Kless 5","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13744",,"0","12"
"2405","E21115010010000400100101120000003",,"11018","93474","Arrach","Kless 5","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13744",,"0","12"
"2406","E21115010010000500100101010000001",,"11018","93474","Arrach","Eschlsaign 1","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13744",,"0","12"
"2407","E21115010010004402300101010000001",,"11018","93474","Ottenzell","Ottenzellermuehle 1","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"131927",,"0","12"
"2408","E21115010010010200100101010000001",,"11018","93480","Hohenwarth","Simmereinoede 1","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"18556",,"0","12"
"2409","E21115010020006401000101010000001",,"11018","93474","Ottenzell","Talweg 52","2007","0.04","0.00","0.00","0.00",NULL,"OPR",,,"131927",,"0","12"
"2410","E21129010110012052001106977500002",,"11018","84028","Landshut","Badstrasse 1","2001","1.55","0.00","0.00","0.00",NULL,"OPR",,,"19894",,"0","12"
"2411","E21129010110012390000000000100003",,"11018","84028","Landshut","Podewilsstrasse","2001","0.75","0.00","0.00","0.00",NULL,"OPR",,,"19894",,"0","12"
"2412","E21129010110112194001206952300004",,"11018","84034","Landshut","Hammerstrasse 1","2001","0.21","0.00","0.00","0.00",NULL,"OPR",,,"19894",,"0","12"
"2413","E2112901110125310000S000200200005",,"11018","84034","Landshut","Wampelmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"19894",,"0","12"
"2414","E21156010000100073007W00S00000001",,"11017","85072","Eichstaett","Aumuehle 7","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"16037",,"0","33"
"2415","E21156010000100094052W00S00000001",,"11017","85072","Eichstaett","Westenstrasse 52","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16037",,"0","33"
"2416","E21156010000100096000W00S00000001",,"11017","85072","Eichstaett","Wasserwiese 0","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"16037",,"0","33"
"2417","E21159010000103720049000S00000000",,"11017","91207","Lauf a.d. Pegnitz","Sichartstrasse 49","2001","0.23","0.00","0.00","0.00",NULL,"OPR",,,"20012",,"0","33"
"2418","E21215010040001902800000010000001",,"11018","83246","Unterwoessen","Dorfstr. 28","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2419","E21221011010100108000170004010001",,"11016","37281","Wanfried","Unter der Traenke 1","2001","0.35","0.00","0.00","0.00",NULL,"OPR",,,"25667",,"0","3"
"2420","E21223010000000000000000000600001",,"11018","83342","Tacherting","Dammweg","2001","0.35","0.00","0.00","0.00",NULL,"OPR",,,"24797",,"0","12"
"2421","E21258010110000000000000200100006",,"11017","90513","Zirndorf","Am Muehlenpark","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"26641",,"0","33"
"2422","E21258010110000000000000200100007",,"11017","90513","Zirndorf","Seewaldstrasse 75","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"26641",,"0","33"
"2423","E21261011283867800001005520000001",,"11015","38678","Clausthal-Zellerfeld","Ottiliae-Schacht","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"15304",,"0","7"
"2424","E21282010100000000000001471300001",,"11017","91757","Treuchtlingen","Lehnleinsmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25083",,"0","33"
"2425","E21282010100000000000001471600001",,"11017","91757","Treuchtlingen","Saegmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25083",,"0","33"
"2426","E21294020000000000000085541200001",,"11016","63452","Hanau","Otto-Wels-Strasse,  Flurstueck 55/8","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"0",,"0","3"
"2427","E21311013557800691014300000000001",,"11016","35578","Wetzlar","Muehlgrabenstr.","2001","0.20","0.00","0.00","0.00",NULL,"OPR",,,"26072",,"0","3"
"2428","E21313016480010005002100101000001",,"11018","83246","Unterwoessen","Kaltenbachweg 21","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2429","E21313016480010007401700101000001",,"11018","83246","Unterwoessen","Schmidfeldweg 17","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2430","E21313016480010007800200101000001",,"11018","83246","Unterwoessen","Stuecklmuehle 2","2010","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2431","E21313016480010007900500101000001",,"11018","83246","Unterwoessen","Stuecklschneid 5","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2432","E21313016480010007900500101000002",,"11018","83246","Unterwoessen","Stuecklschneid 5","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"25279",,"0","12"
"2433","E2132201DE29386000000010010000001",,"11015","29386","Emmen","An der Emmener Muehle 2","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"107562",,"0","7"
"2434","E2132201DE38154000000040010000001",,"11015","38154","Ochsendorf","Steimker Str. 3","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"107880",,"0","7"
"2435","E2132201DE38179000000050010000001",,"11015","38179","Rothemuehle","Muehlenhof 3","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"107618",,"0","7"
"2436","E2132201DE38536000000020010000001",,"11015","38536","Meinersen","Okermuehle","2007","0.23","0.00","0.00","0.00",NULL,"OPR",,,"20783",,"0","7"
"2437","E2132201DE38539000000030010000001",,"11015","38539","Mueden","Flur 39","2001","0.22","0.00","0.00","0.00",NULL,"OPR",,,"21133",,"0","7"
"2438","E213300131812NS00280109WK21579401",,"11015","31812","Bad Pyrmont","An der Saline 10 i","2001","0.15","0.00","0.00","0.00",NULL,"OPR",,,"13970",,"0","7"
"2439","E213300131812NS64020660WK21376901",,"11015","31812","Bad Pyrmont","Thaler Landstr. 66","2001","0.15","0.00","0.00","0.00",NULL,"OPR",,,"13970",,"0","7"
"2440","E21349012137919000000000000000005",,"11014","21379","Neumuehlen","Zur Wassermuehle 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15935",,"0","14"
"2441","E2137201ACHEN006X03XXXXXXXXX00001",,"11018","83137","Schonstett","Achen 6","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"23936",,"0","12"
"2442","E2137201AICHET003X03XXXXXXXX00001",,"11018","83137","Schonstett","Aichet 3","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23936",,"0","12"
"2443","E21385010000003311208880000000000",,"11017","91171","Greding","Muehlweg 12","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17327",,"0","33"
"2444","E21385010000004010608880000000000",,"11017","91171","Greding","Zur Achmuehle","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"17327",,"0","33"
"2445","E21402010000106020000000S00199010",,"11007","33803","Steinhagen","Loensstrasse 30","2007","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24554",,"0","24"
"2446","E21404019647200EIN01160028WK00001",,"11017","96472","Roedental","Badergasse 28","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2447","E21404019647200MIT02100900WK00001",,"11017","96472","Roedental","Mittelberger Str. 900","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2448","E21404019647200OBW01840005WK00001",,"11017","96472","Roedental","Muehlgarten 5","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2449","E21404019647200OES00200900WK00001",,"11017","96472","Roedental","Schalkauer Str. 900","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2450","E21404019647200OES00210900WK00001",,"11017","96472","Roedental","Schlossgrund 900","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2451","E21404019647200UTW01560004WK00001",,"11017","96472","Roedental","Lautertalstr. 4","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"23203",,"0","33"
"2452","E21405010000000000000001959700001",,"11018","85737","Ismaning","Muehlenstrasse 15","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"18876",,"0","12"
"2453","E21406019010014700200101010000001",,"11018","84419","Schwindegg","Fischmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24095",,"0","12"
"2454","E21406019010041200200101030000001",,"11018","84405","Dorfen","Weidmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15751",,"0","12"
"2455","E214090187642000000000AM MU045001",,"11010","87642","Halblech","Am  Muehlbach 45","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2456","E214090187642000000000KOHLS000001",,"11010","87642","Halblech","Kohlstich","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2457","E214090187642000000000SCHLO002001",,"11010","87642","Halblech","Schloegl 2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"2458","E214120100010188004001U1010000001",,"11018","83646","Bad Toelz","Saeggasse","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"14004",,"0","12"
"2459","E2141201S0010047002000NB000300001",,"11018","83646","Bad Toelz","Benediktbeurerstr. 2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14004",,"0","12"
"2460","E2141201S0010156029000NB000100001",,"11018","83646","Bad Toelz","Marktstrasse 29","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"14004",,"0","12"
"2461","E2141201S001018900100000000000001",,"11018","83646","Bad Toelz","Salzstr. 1","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"14004",,"0","12"
"2462","E21422010010010502200101020000001",,"11018","85461","Bockhorn","Salmannskirchen 22","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"14642",,"0","12"
"2463","E21422010010014800100101070000001",,"11018","85461","Bockhorn","Aurlfing 1","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14642",,"0","12"
"2464","E21422010020022300200101060000001",,"11018","85435","Erding","Werkstr. 2","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"16257",,"0","12"
"2465","E21422010020023502520101120000001",,"11018","85435","Erding","Singlding 25","2001","0.17","0.00","0.00","0.00",NULL,"OPR",,,"16257",,"0","12"
"2466","E21422010070073702200101020000001",,"11018","85452","Moosinning","Ismaninger Str. 22","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"21093",,"0","12"
"2467","E21422010140143600400101020000001",,"11018","85457","Woerth","Hoerlkofener Str. 4","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26361",,"0","12"
"2468","E214220101401467031A0101020000001",,"11018","85457","Woerth","Hauptstr. 31a","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"26361",,"0","12"
"2469","E21442010040040600100101020000001",,"11018","85661","Forstinning","Koeckmuehle 1","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16577",,"0","12"
"2470","E21442010100101700400101020000001",,"11018","85570","Ottenhofen","Schwillacher Str. 4","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22251",,"0","12"
"2471","E21442010100104100200101030000001",,"11018","85570","Ottenhofen","Hofmuehle 2","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22251",,"0","12"
"2472","E21442010100104401000101030000001",,"11018","85570","Ottenhofen","Unterschwillach 10","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22251",,"0","12"
"2473","E21442010110112400200101020000001",,"11018","85669","Pastetten","Oberschwillach 2","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22337",,"0","12"
"2474","E21442010110112602100101030000001",,"11018","85669","Pastetten","Muehlenweg 21","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22337",,"0","12"
"2475","E21454010000100333008000S00200014",,"11018","85354","Freising","Sondermuellerweg 8","2008","0.04","0.00","0.00","0.00",NULL,"OPR",,,"16653",,"0","12"
"2476","E21459010004848308033333025000000",,"11018","83080","Oberaudorf","Bruennsteinst. 25","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"21859",,"0","12"
"2477","E21459010004848308044444006000000",,"11018","83080","Oberaudorf","Seestrasse 6","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21859",,"0","12"
"2478","E21459010004848308811111009000000",,"11018","83088","Kiefersfelden","Franz-Prantl-Str. 9","2001","0.46","0.00","0.00","0.00",NULL,"OPR",,,"19232",,"0","12"
"2479","E21459010004848308822222035000000",,"11018","83088","Kiefersfelden","Muehlenstr. 35","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"19232",,"0","12"
