"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"3295","E21875011000000000000163504300000",,"11018","94545","Hohenau","Saulorn","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"18487",,"0","12"
"3296","E21875011000000000000163550000000",,"11018","84577","Tuessling","Waltenberg","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25138",,"0","12"
"3297","E21875011000000000000163565700000",,"11018","94545","Hohenau","Buchberg","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"18487",,"0","12"
"3298","E21875011000000000000163573700000",,"11018","94545","Hohenau","Bierhuette","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"18487",,"0","12"
"3299","E21875011000000000000163719900000",,"11018","94547","Iggensbach","Schoellnstein","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"18784",,"0","12"
"3300","E21875011000000000000164207600000",,"11017","91249","Weigendorf","Zur Fallmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25803",,"0","33"
"3301","E21875011000000000000164844900000",,"11018","84180","Loiching","Bahnhofstr.","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20375",,"0","12"
"3302","E21875011000000000000165863700000",,"11018","84307","Eggenfelden","Fuchsberg","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15981",,"0","12"
"3303","E21875011000000000000167392000000",,"11018","84332","Hebertsfelden","Edhofer Str.","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"18018",,"0","12"
"3304","E21875011000000000000168043900000",,"11018","84371","Triftern","Kreuzstr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25095",,"0","12"
"3305","E21875011000000000000168254300000",,"11017","92355","Velburg","Schallermuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25357",,"0","33"
"3306","E21875011000000000000168473700000",,"11018","84381","Johanniskirchen","Zur Moosmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18970",,"0","12"
"3307","E21875011000000000000168632700000",,"11018","84384","Wittibreut","Kienbergerstr.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26319",,"0","12"
"3308","E21875011000000000000168690200000",,"11018","83301","Traunreut","Schlossstr.","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"25049",,"0","12"
"3309","E21875011000000000000168772200000",,"11017","92280","Kastl","Muehlhausener Str.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"19137",,"0","33"
"3310","E21875011000000000000168810100000",,"11017","92280","Kastl","Kastler Str.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19137",,"0","33"
"3311","E21875011000000000000168850900000",,"11017","92280","Kastl","Neumarkter Str.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"19137",,"0","33"
"3312","E21875011000000000000168903000000",,"11018","84389","Postmuenster","Wuehr","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22586",,"0","12"
"3313","E21875011000000000000168977100000",,"11018","83317","Teisendorf","Leiten","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24868",,"0","12"
"3314","E21875011000000000000169473300000",,"11018","84416","Taufkirchen","Ratzing","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24846",,"0","12"
"3315","E21875011000000000000170125200000",,"11018","94481","Grafenau","Grossarmschlag","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"17277",,"0","12"
"3316","E21875011000000000000170702300000",,"11017","93336","Altmannstein","Hanfstinglmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13619",,"0","33"
"3317","E21875011000000000000170775900000",,"11017","93336","Altmannstein","Neumuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13619",,"0","33"
"3318","E21875011000000000000170816700000",,"11017","92697","Georgenberg","Papiermuehle","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"16939",,"0","33"
"3319","E21875011000000000000170825400000",,"11017","92697","Georgenberg","Loesselmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"16939",,"0","33"
"3320","E21875011000000000000171001500000",,"11018","93339","Riedenburg","Kohlmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23092",,"0","12"
"3321","E21875011000000000000171245400000",,"11017","92706","Luhe-Wildenau","Unterwildenau","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"20493",,"0","33"
"3322","E21875011000000000000171350300000",,"11017","92709","Moosbach","Hammermuehle","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"21090",,"0","33"
"3323","E21875011000000000000171355400000",,"11017","92709","Moosbach","Heumaden","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21090",,"0","33"
"3324","E21875011000000000000171722600000",,"11017","92714","Pleystein","Trutzhofmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22502",,"0","33"
"3325","E21875011000000000000171754700000",,"11017","92714","Pleystein","Pingermuehle","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"22502",,"0","33"
"3326","E21875011000000000000171756000000",,"11017","92714","Pleystein","Finkenhammer","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"22502",,"0","33"
"3327","E21875011000000000000171759200000",,"11017","92714","Pleystein","Schoenschleif","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22502",,"0","33"
"3328","E21875011000000000000171941200000",,"11017","92717","Reuth","Erlhammer","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23044",,"0","33"
"3329","E21875011000000000000172145000000",,"11017","92723","Gleiritsch","Bernhof","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17085",,"0","33"
"3330","E21875011000000000000172471600000",,"11018","93449","Waldmuenchen","Lenkenhuette","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25590",,"0","12"
"3331","E21875011000000000000172618100000",,"11017","92727","Waldthurn","Woppenrieth","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"25601",,"0","33"
"3332","E21875011000000000000172782100000",,"11018","93458","Eschlkam","Multererhof","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"16332",,"0","12"
"3333","E21875011000000000000172897400000",,"11018","93464","Tiefenbach","Michelsthal","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"24978",,"0","12"
"3334","E21875011000000000000173212800000",,"11018","93471","Arnbruck","Niederndorf","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13733",,"0","12"
"3335","E21875011000000000000173216500000",,"11018","93471","Arnbruck","Trautmannsried","2001","0.17","0.00","0.00","0.00",NULL,"OPR",,,"13733",,"0","12"
"3336","E21875011000000000000173227700000",,"11018","93471","Arnbruck","Thalersdorf","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13733",,"0","12"
"3337","E21875011000000000000173256900000",,"11018","93471","Arnbruck","Rappendorf","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13733",,"0","12"
"3338","E21875011000000000000173272300000",,"11018","93471","Arnbruck","Poschinger Huette","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"13733",,"0","12"
"3339","E21875011000000000000173635000000",,"11018","93479","Grafenwiesen","Zittenhof","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"17283",,"0","12"
"3340","E21875011000000000000174243100000",,"11018","93489","Schorndorf","Reismuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23943",,"0","12"
"3341","E21875011000000000000174630100000",,"11017","93128","Regenstauf","Schwandorfer Str.","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22883",,"0","33"
"3342","E21875011000000000000174749000000",,"11017","93128","Regenstauf","Zur Muehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22883",,"0","33"
"3343","E21875011000000000000174887600000",,"11017","93133","Burglengenfeld","Friedhofstr.","2001","0.21","0.00","0.00","0.00",NULL,"OPR",,,"15196",,"0","33"
"3344","E21875011000000000000174950400000",,"11018","94051","Hauzenberg","Neumuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18004",,"0","12"
"3345","E21875011000000000000174998100000",,"11018","94051","Hauzenberg","Danglmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18004",,"0","12"
"3346","E21875011000000000000175041700000",,"11018","94051","Hauzenberg","Lieblmuehle","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"18004",,"0","12"
"3347","E21875011000000000000175079300000",,"11018","94051","Hauzenberg","Kaindlmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"18004",,"0","12"
"3348","E21875011000000000000175395900000",,"11018","94065","Waldkirchen","Kanau","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"25583",,"0","12"
"3349","E21875011000000000000175397700000",,"11018","94065","Waldkirchen","Kanau","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25583",,"0","12"
"3350","E21875011000000000000176034700000",,"11018","94078","Freyung","Zuppingerstr.","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"16679",,"0","12"
"3351","E21875011000000000000176095800000",,"11018","94081","Fuerstenzell","Kumpfmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16764",,"0","12"
"3352","E21875011000000000000176546100000",,"11017","93164","Laaber","Hartlmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"19831",,"0","33"
"3353","E21875011000000000000176963900000",,"11018","94089","Neureichenau","Schachtlau","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21540",,"0","12"
"3354","E21875011000000000000177055100000",,"11018","94107","Untergriesbach","Alte Dorfstr.","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"25243",,"0","12"
"3355","E21875011000000000000177124100000",,"11017","93173","Wenzenbach","Muehlenweg","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25954",,"0","33"
"3356","E21875011000000000000177349300000",,"11017","93176","Beratzhausen","Mausermuehle","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"14291",,"0","33"
"3357","E21875011000000000000177496000000",,"11018","94110","Wegscheid","Poelzoed","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25773",,"0","12"
"3358","E21875011000000000000177496500000",,"11017","93180","Deuerling","Regensburger Str.","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"15552",,"0","33"
"3359","E21875011000000000000177499600000",,"11017","93180","Deuerling","Regensburger Str.","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"15552",,"0","33"
"3360","E21875011000000000000177542200000",,"11018","94110","Wegscheid","Zaunmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25773",,"0","12"
"3361","E21875011000000000000177648800000",,"11018","94110","Wegscheid","Gossingerreut","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25773",,"0","12"
"3362","E21875011000000000000177833800000",,"11017","93188","Pielenhofen","Klosterstr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22450",,"0","33"
"3363","E21875011000000000000177886200000",,"11018","94116","Hutthurm","Koepplmuehl","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"18762",,"0","12"
"3364","E21875011000000000000177979200000",,"11018","94118","Jandelsbrunn","Saghaeuser","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"18913",,"0","12"
"3365","E21875011000000000000178139800000",,"11018","93194","Walderbach","Klostermuehlstr.","2001","0.19","0.00","0.00","0.00",NULL,"OPR",,,"25570",,"0","12"
"3366","E21875011000000000000178523100000",,"11018","93326","Abensberg","Aumuehle","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13359",,"0","12"
"3367","E21875011000000000000178546000000",,"11018","94137","Bayerbach","Sagmuehle","2001","0.23","0.00","0.00","0.00",NULL,"OPR",,,"14166",,"0","12"
"3368","E21875011000000000000178723000000",,"11018","94143","Grainet","Untere Hauptstr.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17291",,"0","12"
"3369","E21875011000000000000178752500000",,"11018","94146","Hinterschmiding","Heldengut","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"18364",,"0","12"
"3370","E21875011000000000000178775700000",,"11018","94146","Hinterschmiding","Waldmuehlstr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18364",,"0","12"
"3371","E21875011000000000000178922800000",,"11018","94152","Neuhaus","Rothof","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21453",,"0","12"
"3372","E21875011000000000000179257600000",,"11018","93333","Neustadt","An der Abens","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"21561",,"0","12"
"3373","E21875011000000000000179410100000",,"11017","92287","Schmidmuehlen","Harschhof","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"23791",,"0","33"
"3374","E21875011000000000000179423900000",,"11017","92287","Schmidmuehlen","Poststr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23791",,"0","33"
"3375","E21875011000000000000179889100000",,"11017","92334","Berching","Hermannsberg","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14292",,"0","33"
"3376","E21875011000000000000180541600000",,"11017","92363","Breitenbrunn","Franklmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14914",,"0","33"
"3377","E21875011000000000000180631700000",,"11017","92364","Deining","Kreismuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15484",,"0","33"
"3378","E21875011000000000000181550800000",,"11017","92507","Nabburg","Ledermuehlweg","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"21238",,"0","33"
"3379","E21875011000000000000181699600000",,"11017","92526","Oberviechtach","Lukahammer","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22025",,"0","33"
"3380","E21875011000000000000181778100000",,"11017","92533","Wernberg-Koeblitz","Kettnitzmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25980",,"0","33"
"3381","E21875011000000000000181969400000",,"11017","92536","Pfreimd","Landgrafenstr.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22433",,"0","33"
"3382","E21875011000000000000182051700000",,"11017","92539","Schoensee","Am Schallerhammer","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23911",,"0","33"
"3383","E21875011000000000000182324700000",,"11017","92555","Trausnitz","Kaltenthal","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"25051",,"0","33"
"3384","E21875011000000000000182361100000",,"11017","92559","Winklarn","Aschamuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26246",,"0","33"
"3385","E21875011000000000000183703700000",,"11017","92655","Grafenwoehr","Josephsthal","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"17284",,"0","33"
"3386","E21875011000000000000183857000000",,"11017","92665","Kirchendemenreuth","Hutzlmuehle","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"19279",,"0","33"
"3387","E21875011000000000000184027100000",,"11017","92670","Windischeschenbach","Muehlenweg","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"26232",,"0","33"
"3388","E21875011000000000000184027400000",,"11017","92670","Windischeschenbach","Muehlenweg","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26232",,"0","33"
"3389","E21875011000000000000184277900000",,"11018","94529","Aicha","Fickenhof","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13443",,"0","12"
"3390","E21875011000000000000184549300000",,"11018","94227","Lindberg","Lindbergmuehle","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"20260",,"0","12"
"3391","E21875011000000000000184865200000",,"11018","94542","Haarbach","Niederham","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17728",,"0","12"
"3392","E21875011000000000000185155900000",,"11018","94234","Viechtach","Leuthenmuehle","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25384",,"0","12"
"3393","E21875011000000000000185185900000",,"11018","94234","Viechtach","Schnitzhof","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"25384",,"0","12"
"3394","E21875011000000000000185270500000",,"11018","94333","Geiselhoering","Gallhofen","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"16896",,"0","12"
"3395","E21875011000000000000185532000000",,"11018","94234","Viechtach","Rugenmuehle","2001","0.67","0.00","0.00","0.00",NULL,"OPR",,,"25384",,"0","12"
"3396","E21875011000000000000185546800000",,"11018","94545","Hohenau","Weidhuette","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"18487",,"0","12"
"3397","E21875011000000000000185716000000",,"11017","95671","Baernau","Am Muehlbach","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14030",,"0","33"
"3398","E21875011000000000000186211500000",,"11018","94560","Offenberg","Haidmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22111",,"0","12"
"3399","E21875011000000000000186287400000",,"11018","94249","Bodenmais","Miesleuthenweg","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14655",,"0","12"
"3400","E21875011000000000000186353000000",,"11018","94252","Bayerisch Eisenstein","Arberseestr.","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"14168",,"0","12"
"3401","E21875011000000000000186671200000",,"11018","94566","Riedlhuette","Geheimrat-Frank-Str.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23548",,"0","12"
"3402","E21875011000000000000186728400000",,"11018","94258","Frauenau","Zwieselau","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"16609",,"0","12"
"3403","E21875011000000000000186880300000",,"11017","92690","Pressath","Zintlhammer","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"22614",,"0","33"
"3404","E21875011000000000000186989600000",,"11018","83278","Traunstein","Kaltenbach","2001","0.22","0.00","0.00","0.00",NULL,"OPR",,,"25050",,"0","12"
"3405","E21875011000000000000186994700000",,"11018","83301","Traunreut","Poschmuehle","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"25049",,"0","12"
"3406","E21875011000000000000186995600000",,"11018","83301","Traunreut","Wiesen","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"25049",,"0","12"
"3407","E21875011000000000000186996200000",,"11018","83301","Traunreut","Muehlweg","2001","0.33","0.00","0.00","0.00",NULL,"OPR",,,"25049",,"0","12"
"3408","E21875011000000000000187003800000",,"11018","83317","Teisendorf","Surmuehl","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"24868",,"0","12"
"3409","E21875011000000000000187005000000",,"11018","83317","Teisendorf","Wimmerer Str.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24868",,"0","12"
"3410","E21875011000000000000187006800000",,"11018","83342","Tacherting","Dammweg","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"24797",,"0","12"
"3411","E21875011000000000000187007300000",,"11018","83342","Tacherting","Bachweg","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"24797",,"0","12"
"3412","E21875011000000000000187010600000",,"11018","83365","Nussdorf","Muehlthal","2001","0.67","0.00","0.00","0.00",NULL,"OPR",,,"21845",,"0","12"
"3413","E21875011000000000000187011300000",,"11018","83365","Nussdorf","Traunweg","2001","0.27","0.00","0.00","0.00",NULL,"OPR",,,"21845",,"0","12"
"3414","E21875011000000000000187012000000",,"11018","83367","Petting","Furt","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"22402",,"0","12"
"3415","E21875011000000000000187013200000",,"11018","83367","Petting","Spoeck","2001","0.16","0.00","0.00","0.00",NULL,"OPR",,,"22402",,"0","12"
"3416","E21875011000000000000187013700000",,"11018","83368","St Georgen","Irsinger Str.","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"126936",,"0","12"
"3417","E21875011000000000000187014300000",,"11018","83371","Stein","Hauptstr.","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"126950",,"0","12"
"3418","E21875011000000000000187015900000",,"11018","83373","Taching","Am See","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"24798",,"0","12"
"3419","E21875011000000000000187016800000",,"11018","83373","Taching","Moosmuehle","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"24798",,"0","12"
"3420","E21875011000000000000187017600000",,"11018","83373","Taching","Muehlthal","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24798",,"0","12"
"3421","E21875011000000000000187018600000",,"11018","83373","Taching","Weinbergstr.","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24798",,"0","12"
"3422","E21875011000000000000187019700000",,"11018","83374","Traunwalchen","Muehlenstr.","2001","0.38","0.00","0.00","0.00",NULL,"OPR",,,"126946",,"0","12"
"3423","E21875011000000000000187031900000",,"11018","84034","Landshut","Ellermuehle","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"19894",,"0","12"
"3424","E21875011000000000000187033300000",,"11018","84051","Essenbach","Landshuter Str.","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"16349",,"0","12"
